beta,radius,ref_count,dataset_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,delta_phi_full_std,delta_phi_full_unit_sem,delta_phi_full_dataset_mean_std,delta_phi_full_sem,delta_phi_full_ci95_half_width,delta_phi_full_ci95_low,delta_phi_full_ci95_high,delta_phi_energy_std,delta_phi_energy_unit_sem,delta_phi_energy_dataset_mean_std,delta_phi_energy_sem,delta_phi_energy_ci95_half_width,delta_phi_energy_ci95_low,delta_phi_energy_ci95_high,delta_phi_stripped_proxy_std,delta_phi_stripped_proxy_unit_sem,delta_phi_stripped_proxy_dataset_mean_std,delta_phi_stripped_proxy_sem,delta_phi_stripped_proxy_ci95_half_width,delta_phi_stripped_proxy_ci95_low,delta_phi_stripped_proxy_ci95_high,delta_phi_energy_stripped_std,delta_phi_energy_stripped_unit_sem,delta_phi_energy_stripped_dataset_mean_std,delta_phi_energy_stripped_sem,delta_phi_energy_stripped_ci95_half_width,delta_phi_energy_stripped_ci95_low,delta_phi_energy_stripped_ci95_high,uncertainty_method,claim
0.31,1.36,900,30,2.607508103629985,-0.0015361214134975351,2.607508103629985,-0.0015361214134975351,0.0,2.609044225043483,0.000434152697341751,1.4471756578058367e-05,0.00035222577365556486,6.430733385528725e-05,0.00013150849773406242,2.607376595132251,2.6076396121277194,0.0004341526973417521,1.4471756578058403e-05,0.0003522257736554638,6.43073338552688e-05,0.0001315084977340247,-0.0016676299112315597,-0.0014046129157635106,0.00043415269734175106,1.4471756578058369e-05,0.00035222577365556486,6.430733385528725e-05,0.00013150849773406242,2.607376595132251,2.6076396121277194,0.0004341526973417521,1.4471756578058403e-05,0.0003522257736554638,6.43073338552688e-05,0.0001315084977340247,-0.0016676299112315597,-0.0014046129157635106,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.37,900,30,2.614817883746658,-0.001549502787682995,2.614817883746658,-0.001549502787682995,0.0,2.616367386534341,0.0004345251050835345,1.4484170169451149e-05,0.00035221966444620473,6.430621847136222e-05,0.00013150621677393573,2.614686377529884,2.614949389963432,0.0004345251050835305,1.4484170169451015e-05,0.00035221966444622636,6.430621847136618e-05,0.00013150621677394383,-0.0016810090044569387,-0.001417996570909051,0.0004345251050835345,1.4484170169451149e-05,0.00035221966444620473,6.430621847136222e-05,0.00013150621677393573,2.614686377529884,2.614949389963432,0.0004345251050835305,1.4484170169451015e-05,0.00035221966444622636,6.430621847136618e-05,0.00013150621677394383,-0.0016810090044569387,-0.001417996570909051,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.38,900,30,2.6220727920237654,-0.0015644961739067183,2.6220727920237654,-0.0015644961739067183,0.0,2.623637288197672,0.00043428908570087546,1.447630285669585e-05,0.0003521132973779123,6.428679859046908e-05,0.00013146650311750925,2.621941325520648,2.622204258526883,0.00043428908570087264,1.4476302856695755e-05,0.0003521132973778537,6.428679859045838e-05,0.0001314665031174874,-0.0016959626770242057,-0.001433029670789231,0.00043428908570087546,1.447630285669585e-05,0.0003521132973779123,6.428679859046908e-05,0.00013146650311750925,2.621941325520648,2.622204258526883,0.00043428908570087264,1.4476302856695755e-05,0.0003521132973778537,6.428679859045838e-05,0.0001314665031174874,-0.0016959626770242057,-0.001433029670789231,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.39,900,30,2.629276646886094,-0.0015780522524632822,2.629276646886094,-0.0015780522524632822,0.0,2.630854699138557,0.00043940705059824755,1.464690168660825e-05,0.0003551451217897973,6.484033146406382e-05,0.0001325984778440105,2.62914404840825,2.629409245363938,0.00043940705059825134,1.4646901686608378e-05,0.00035514512178982157,6.484033146406825e-05,0.00013259847784401958,-0.0017106507303073018,-0.0014454537746192626,0.00043940705059824993,1.464690168660833e-05,0.0003551451217897973,6.484033146406382e-05,0.0001325984778440105,2.62914404840825,2.629409245363938,0.00043940705059825134,1.4646901686608378e-05,0.00035514512178982157,6.484033146406825e-05,0.00013259847784401958,-0.0017106507303073018,-0.0014454537746192626,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.4,900,30,2.6364289384532573,-0.001591433468635657,2.6364289384532573,-0.001591433468635657,0.0,2.638020371921893,0.00044158828991883674,1.4719609663961224e-05,0.00035595827801319105,6.498879279950665e-05,0.0001329020812749911,2.6362960363719825,2.636561840534532,0.00044158828991884563,1.4719609663961521e-05,0.0003559582780132583,6.498879279951893e-05,0.0001329020812750162,-0.0017243355499106732,-0.0014585313873606406,0.00044158828991883636,1.4719609663961213e-05,0.00035595827801319105,6.498879279950665e-05,0.0001329020812749911,2.6362960363719825,2.636561840534532,0.00044158828991884563,1.4719609663961521e-05,0.0003559582780132583,6.498879279951893e-05,0.0001329020812750162,-0.0017243355499106732,-0.0014585313873606406,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.41,900,30,2.6435298464569406,-0.0016051965863629863,2.6435298464569406,-0.0016051965863629859,-4.336808689942018e-19,2.6451350430433034,0.00044184456242200707,1.472815208073357e-05,0.00035761134450554294,6.5290600068479e-05,0.00013351927714003956,2.6433963271798007,2.6436633657340805,0.00044184456242200745,1.4728152080733581e-05,0.00035761134450550445,6.529060006847197e-05,0.00013351927714002517,-0.0017387158635030116,-0.001471677309222961,0.00044184456242200707,1.472815208073357e-05,0.00035761134450554294,6.5290600068479e-05,0.00013351927714003956,2.6433963271798007,2.6436633657340805,0.0004418445624220075,1.4728152080733583e-05,0.0003576113445055045,6.529060006847198e-05,0.0001335192771400252,-0.0017387158635030111,-0.0014716773092229606,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.42,900,30,2.6505808593275977,-0.0016185740558031184,2.6505808593275977,-0.0016185740558031189,4.336808689942018e-19,2.6521994333834007,0.0004443792060092098,1.4812640200306994e-05,0.0003586295679428299,6.547650138353984e-05,0.00013389944532933896,2.6504469598822684,2.650714758772927,0.0004443792060092139,1.481264020030713e-05,0.0003586295679427263,6.547650138352092e-05,0.00013389944532930028,-0.0017524735011324186,-0.0014846746104738183,0.0004443792060092098,1.4812640200306994e-05,0.0003586295679428299,6.547650138353984e-05,0.00013389944532933896,2.6504469598822684,2.650714758772927,0.0004443792060092139,1.481264020030713e-05,0.0003586295679427263,6.547650138352092e-05,0.00013389944532930028,-0.001752473501132419,-0.0014846746104738187,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.43,900,30,2.6575817689553785,-0.0016324796907324877,2.6575817689553785,-0.0016324796907324877,0.0,2.659214248646111,0.00044356258023715053,1.478541934123835e-05,0.00035936601353162706,6.56109573373263e-05,0.0001341744077548323,2.6574475945476235,2.6577159433631334,0.00044356258023714977,1.4785419341238325e-05,0.0003593660135315779,6.561095733731732e-05,0.00013417440775481392,-0.0017666540984873017,-0.0014983052829776738,0.00044356258023715053,1.478541934123835e-05,0.00035936601353162706,6.56109573373263e-05,0.0001341744077548323,2.6574475945476235,2.6577159433631334,0.00044356258023714977,1.4785419341238325e-05,0.00035936601353157784,6.561095733731732e-05,0.00013417440775481392,-0.0017666540984873017,-0.0014983052829776738,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.44,900,30,2.6645336164413536,-0.0016465633403726111,2.6645336164413536,-0.0016465633403726111,0.0,2.666180179781726,0.0004460975495817105,1.486991831939035e-05,0.00036106709328962854,6.592153058918391e-05,0.0001348095300548811,2.6643988069112985,2.6646684259714086,0.00044609754958170844,1.4869918319390282e-05,0.0003610670932897058,6.592153058919802e-05,0.00013480953005490993,-0.0017813728704275211,-0.0015117538103177012,0.0004460975495817105,1.486991831939035e-05,0.00036106709328962854,6.592153058918391e-05,0.0001348095300548811,2.6643988069112985,2.6646684259714086,0.00044609754958170844,1.4869918319390282e-05,0.0003610670932897058,6.592153058919802e-05,0.00013480953005490993,-0.0017813728704275211,-0.0015117538103177012,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.45,900,30,2.6714387537172093,-0.001659149678110327,2.6714387537172093,-0.0016591496781103265,-4.336808689942018e-19,2.6730979033953197,0.00044636015519911433,1.4878671839970477e-05,0.0003612603236566138,6.595680946611485e-05,0.00013488167535820488,2.671303872041851,2.6715736353925674,0.0004463601551991108,1.487867183997036e-05,0.0003612603236566084,6.595680946611388e-05,0.00013488167535820287,-0.0017940313534685298,-0.0015242680027521241,0.00044636015519911433,1.4878671839970477e-05,0.0003612603236566138,6.595680946611485e-05,0.00013488167535820488,2.671303872041851,2.6715736353925674,0.00044636015519911075,1.4878671839970359e-05,0.0003612603236566084,6.595680946611388e-05,0.00013488167535820287,-0.0017940313534685294,-0.0015242680027521237,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.46,900,30,2.6782950910727865,-0.0016729910683353833,2.6782950910727865,-0.0016729910683353833,0.0,2.679968082141122,0.00044815560571861084,1.4938520190620361e-05,0.00036286040549173807,6.624894310443213e-05,0.0001354790886485637,2.678159611984138,2.678430570161435,0.0004481556057186143,1.4938520190620478e-05,0.0003628604054917076,6.624894310442656e-05,0.00013547908864855232,-0.0018084701569839356,-0.001537511979686831,0.00044815560571861084,1.4938520190620361e-05,0.00036286040549173807,6.624894310443213e-05,0.0001354790886485637,2.678159611984138,2.678430570161435,0.0004481556057186143,1.4938520190620478e-05,0.0003628604054917076,6.624894310442656e-05,0.00013547908864855232,-0.0018084701569839356,-0.001537511979686831,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.47,900,30,2.6851039988870125,-0.0016873662164264885,2.6851039988870125,-0.001687366216426489,4.336808689942018e-19,2.686791365103439,0.0004484501729937209,1.4948339099790697e-05,0.0003632547653560402,6.632094303558311e-05,0.00013562632850776745,2.6849683725585045,2.6852396252155204,0.0004484501729937239,1.4948339099790797e-05,0.0003632547653560313,6.632094303558148e-05,0.00013562632850776414,-0.0018229925449342527,-0.0015517398879187243,0.0004484501729937209,1.4948339099790697e-05,0.0003632547653560402,6.632094303558311e-05,0.00013562632850776745,2.6849683725585045,2.6852396252155204,0.0004484501729937239,1.4948339099790797e-05,0.00036325476535603124,6.632094303558148e-05,0.00013562632850776414,-0.0018229925449342532,-0.0015517398879187248,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.48,900,30,2.6918688750718403,-0.0016995130928183584,2.6918688750718403,-0.0016995130928183584,0.0,2.6935683881646586,0.00044802722351977136,1.4934240783992379e-05,0.000363491700738591,6.636420132014784e-05,0.00013571479169970232,2.6917331602801404,2.69200458986354,0.000448027223519772,1.4934240783992401e-05,0.0003634917007384582,6.636420132012361e-05,0.00013571479169965277,-0.0018352278845180112,-0.0015637983011187056,0.00044802722351977136,1.4934240783992379e-05,0.000363491700738591,6.636420132014784e-05,0.00013571479169970232,2.6917331602801404,2.69200458986354,0.000448027223519772,1.4934240783992401e-05,0.0003634917007384582,6.636420132012361e-05,0.00013571479169965277,-0.0018352278845180112,-0.0015637983011187056,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.49,900,30,2.698584283255761,-0.0017154911051015511,2.698584283255761,-0.0017154911051015511,0.0,2.7002997743608623,0.00045423542798840057,1.5141180932946686e-05,0.0003668074013925976,6.696956266752587e-05,0.0001369527556550904,2.6984473305001058,2.698721236011416,0.0004542354279884051,1.5141180932946837e-05,0.0003668074013926786,6.696956266754065e-05,0.00013695275565512064,-0.0018524438607566717,-0.0015785383494464305,0.00045423542798840057,1.5141180932946686e-05,0.0003668074013925976,6.696956266752587e-05,0.0001369527556550904,2.6984473305001058,2.698721236011416,0.0004542354279884051,1.5141180932946837e-05,0.0003668074013926786,6.696956266754065e-05,0.00013695275565512064,-0.0018524438607566717,-0.0015785383494464305,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.5,900,30,2.705258379162479,-0.0017277550630703097,2.705258379162479,-0.0017277550630703097,0.0,2.706986134225549,0.00045331282331487015,1.5110427443829005e-05,0.00036722845375767053,6.704643596027298e-05,0.00013710996153875823,2.7051212692009403,2.7053954891240175,0.00045331282331487,1.5110427443829e-05,0.0003672284537575795,6.704643596025636e-05,0.00013710996153872424,-0.0018648650246090338,-0.0015906451015315856,0.00045331282331486977,1.5110427443828992e-05,0.00036722845375767053,6.704643596027298e-05,0.00013710996153875823,2.7051212692009403,2.7053954891240175,0.00045331282331487,1.5110427443829e-05,0.0003672284537575795,6.704643596025636e-05,0.00013710996153872424,-0.0018648650246090338,-0.0015906451015315856,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.51,900,30,2.7118862989717227,-0.0017417671502085183,2.7118862989717227,-0.0017417671502085183,0.0,2.7136280661219314,0.00045867529191937373,1.528917639731246e-05,0.00037137876013192963,6.780417476751938e-05,0.0001386595373995771,2.711747639434323,2.7120249585091223,0.00045867529191937173,1.528917639731239e-05,0.000371378760131956,6.780417476752419e-05,0.00013865953739958695,-0.0018804266876081054,-0.0016031076128089313,0.00045867529191937373,1.528917639731246e-05,0.00037137876013192963,6.780417476751938e-05,0.0001386595373995771,2.711747639434323,2.7120249585091223,0.00045867529191937173,1.528917639731239e-05,0.000371378760131956,6.780417476752419e-05,0.00013865953739958695,-0.0018804266876081054,-0.0016031076128089313,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.52,900,30,2.718472320404358,-0.0017538361599150356,2.718472320404358,-0.0017538361599150356,0.0,2.720226156564273,0.0004525688919618353,1.5085629732061177e-05,0.00036892625947191016,6.735641145625638e-05,0.00013774386142804428,2.71833457654293,2.718610064265786,0.0004525688919618315,1.5085629732061051e-05,0.00036892625947185204,6.735641145624577e-05,0.0001377438614280226,-0.001891580021343058,-0.001616092298487013,0.0004525688919618353,1.5085629732061177e-05,0.00036892625947191016,6.735641145625638e-05,0.00013774386142804428,2.71833457654293,2.718610064265786,0.0004525688919618315,1.5085629732061051e-05,0.000368926259471852,6.735641145624577e-05,0.0001377438614280226,-0.001891580021343058,-0.001616092298487013,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.53,900,30,2.725010801358944,-0.0017701791697412952,2.725010801358944,-0.0017701791697412952,0.0,2.726780980528685,0.00045736964737646,1.5245654912548667e-05,0.0003702569848702721,6.759936756243234e-05,0.00013824070666517414,2.724872560652279,2.725149042065609,0.00045736964737646044,1.5245654912548682e-05,0.00037025698487023936,6.759936756242637e-05,0.0001382407066651619,-0.0019084198764064571,-0.0016319384630761333,0.00045736964737646,1.5245654912548667e-05,0.0003702569848702721,6.759936756243234e-05,0.00013824070666517414,2.724872560652279,2.725149042065609,0.00045736964737646044,1.5245654912548682e-05,0.00037025698487023936,6.759936756242637e-05,0.0001382407066651619,-0.0019084198764064571,-0.0016319384630761333,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.54,900,30,2.731509766154652,-0.0017833355991476734,2.731509766154652,-0.0017833355991476734,0.0,2.7332931017538,0.0004594640811124853,1.5315469370416176e-05,0.0003716057475171951,6.784561680457905e-05,0.00013874428636536415,2.731371021868287,2.7316485104410173,0.00045946408111248715,1.5315469370416237e-05,0.00037160574751720585,6.7845616804581e-05,0.00013874428636536813,-0.0019220798855130415,-0.0016445913127823052,0.0004594640811124853,1.5315469370416176e-05,0.0003716057475171951,6.784561680457905e-05,0.00013874428636536415,2.731371021868287,2.7316485104410173,0.00045946408111248715,1.5315469370416237e-05,0.00037160574751720585,6.7845616804581e-05,0.00013874428636536813,-0.0019220798855130415,-0.0016445913127823052,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.55,900,30,2.737966206948305,-0.0017968660834086973,2.737966206948305,-0.0017968660834086973,0.0,2.7397630730317135,0.0004582607741624301,1.527535913874767e-05,0.0003723045546871767,6.797320095469412e-05,0.00013900519595234947,2.7378272017523524,2.7381052121442573,0.0004582607741624294,1.5275359138747646e-05,0.00037230455468706083,6.797320095467298e-05,0.00013900519595230624,-0.0019358712793610035,-0.001657860887456391,0.0004582607741624301,1.527535913874767e-05,0.0003723045546871767,6.797320095469412e-05,0.00013900519595234947,2.7378272017523524,2.7381052121442573,0.0004582607741624294,1.5275359138747646e-05,0.00037230455468706083,6.797320095467298e-05,0.00013900519595230624,-0.0019358712793610035,-0.001657860887456391,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.56,900,30,2.744380259595325,-0.0018111768942504912,2.744380259595325,-0.0018111768942504912,0.0,2.746191436489575,0.0004628854707481959,1.542951569160653e-05,0.00037349739103338143,6.819098207943692e-05,0.0001394505583524485,2.7442408090369725,2.744519710153677,0.00046288547074819635,1.5429515691606545e-05,0.00037349739103337173,6.819098207943516e-05,0.0001394505583524449,-0.0019506274526029362,-0.0016717263358980463,0.00046288547074819554,1.5429515691606518e-05,0.00037349739103338143,6.819098207943692e-05,0.0001394505583524485,2.7442408090369725,2.744519710153677,0.0004628854707481963,1.5429515691606545e-05,0.0003734973910333716,6.819098207943513e-05,0.00013945055835244485,-0.001950627452602936,-0.0016717263358980465,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.57,900,30,2.7507536061908566,-0.001825117671321316,2.7507536061908566,-0.001825117671321316,0.0,2.752578723862178,0.0004631289495962887,1.5437631653209624e-05,0.0003754746778274528,6.855198360602691e-05,0.00014018880647432503,2.750613417384382,2.750893794997331,0.0004631289495962901,1.543763165320967e-05,0.00037547467782750977,6.855198360603732e-05,0.0001401888064743463,-0.0019653064777956624,-0.0016849288648469697,0.0004631289495962887,1.5437631653209624e-05,0.0003754746778274528,6.855198360602691e-05,0.00014018880647432503,2.750613417384382,2.750893794997331,0.0004631289495962901,1.543763165320967e-05,0.0003754746778275097,6.85519836060373e-05,0.00014018880647434628,-0.0019653064777956624,-0.0016849288648469697,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.58,900,30,2.7570876246846114,-0.0018378320712825668,2.7570876246846114,-0.0018378320712825668,0.0,2.758925456755894,0.0004615638060411114,1.538546020137038e-05,0.0003737258641151523,6.823269536632647e-05,0.00013953586202413763,2.7569480888225875,2.7572271605466354,0.0004615638060411186,1.538546020137062e-05,0.0003737258641153263,6.823269536635824e-05,0.0001395358620242026,-0.0019773679333067694,-0.0016982962092583643,0.00046156380604111164,1.5385460201370388e-05,0.0003737258641151523,6.823269536632647e-05,0.00013953586202413763,2.7569480888225875,2.7572271605466354,0.00046156380604111863,1.5385460201370622e-05,0.0003737258641153263,6.823269536635824e-05,0.0001395358620242026,-0.0019773679333067694,-0.0016982962092583643,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.59,900,30,2.763380056524717,-0.001852090379572561,2.763380056524717,-0.001852090379572561,0.0,2.7652321469042898,0.0004651236435526092,1.5504121451753642e-05,0.00037784228932268027,6.898424834714179e-05,0.00014107278786990496,2.763238983736847,2.763521129312587,0.000465123643552608,1.55041214517536e-05,0.0003778422893227904,6.89842483471619e-05,0.00014107278786994608,-0.001993163167442507,-0.0017110175917026149,0.00046512364355260846,1.5504121451753615e-05,0.00037784228932268027,6.898424834714179e-05,0.00014107278786990496,2.763238983736847,2.763521129312587,0.00046512364355260797,1.5504121451753598e-05,0.0003778422893227904,6.89842483471619e-05,0.00014107278786994608,-0.001993163167442507,-0.0017110175917026149,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.6,900,30,2.769632579522335,-0.0018667168933829735,2.769632579522335,-0.0018667168933829735,0.0,2.771499296415718,0.0004649344185273775,1.549781395091258e-05,0.0003766441138942698,6.876549244381218e-05,0.0001406254320475959,2.7694919540902876,2.7697732049543826,0.00046493441852736486,1.549781395091216e-05,0.0003766441138942195,6.876549244380299e-05,0.00014062543204757712,-0.0020073423254305506,-0.0017260914613353964,0.0004649344185273775,1.549781395091258e-05,0.0003766441138942698,6.876549244381218e-05,0.0001406254320475959,2.7694919540902876,2.7697732049543826,0.00046493441852736486,1.549781395091216e-05,0.00037664411389421956,6.8765492443803e-05,0.00014062543204757715,-0.0020073423254305506,-0.0017260914613353964,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.61,900,30,2.7758473000885453,-0.0018800979246652162,2.7758473000885453,-0.0018800979246652162,0.0,2.7777273980132104,0.0004678671903585778,1.5595573011952593e-05,0.0003781856495948581,6.904693706928275e-05,0.00014120098630668323,2.7757060991022384,2.775988501074852,0.00046786719035857776,1.5595573011952593e-05,0.00037818564959487053,6.904693706928502e-05,0.00014120098630668784,-0.002021298910971904,-0.0017388969383585284,0.0004678671903585778,1.5595573011952593e-05,0.0003781856495948581,6.904693706928275e-05,0.00014120098630668323,2.7757060991022384,2.775988501074852,0.00046786719035857776,1.5595573011952593e-05,0.0003781856495948705,6.904693706928502e-05,0.00014120098630668784,-0.002021298910971904,-0.0017388969383585284,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.62,900,30,2.782021398405026,-0.0018955368619016765,2.782021398405026,-0.0018955368619016765,0.0,2.783916935266928,0.000471366087129283,1.5712202904309434e-05,0.00038128154402169355,6.961216747369352e-05,0.00014235688248370325,2.7818790415225423,2.78216375528751,0.0004713660871292816,1.5712202904309387e-05,0.00038128154402173816,6.961216747370167e-05,0.0001423568824837199,-0.0020378937443853965,-0.0017531799794179566,0.000471366087129283,1.5712202904309434e-05,0.00038128154402169355,6.961216747369352e-05,0.00014235688248370325,2.7818790415225423,2.78216375528751,0.0004713660871292816,1.5712202904309387e-05,0.00038128154402173816,6.961216747370167e-05,0.0001423568824837199,-0.0020378937443853965,-0.0017531799794179566,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.63,900,30,2.7881601092461548,-0.0019082735733149869,2.7881601092461548,-0.0019082735733149869,0.0,2.7900683828194697,0.00046732038943133166,1.557734631437772e-05,0.0003787619628715694,6.915215699656426e-05,0.0001414161610579739,2.788018693085097,2.7883015254072125,0.0004673203894313265,1.557734631437755e-05,0.0003787619628716459,6.915215699657822e-05,0.00014141616105800244,-0.0020496897343729894,-0.0017668574122569843,0.00046732038943133166,1.557734631437772e-05,0.0003787619628715694,6.915215699656426e-05,0.0001414161610579739,2.788018693085097,2.7883015254072125,0.00046732038943132645,1.557734631437755e-05,0.0003787619628716459,6.915215699657822e-05,0.00014141616105800244,-0.0020496897343729894,-0.0017668574122569843,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.64,900,30,2.7942609549251323,-0.0019212516791539806,2.7942609549251323,-0.0019212516791539806,0.0,2.796182206604286,0.00046930582763928484,1.564352758797616e-05,0.00038001206136294537,6.938039271084085e-05,0.00014188290309366953,2.794119072022039,2.7944028378282257,0.0004693058276392931,1.5643527587976435e-05,0.00038001206136300245,6.938039271085127e-05,0.00014188290309369083,-0.0020631345822476714,-0.0017793687760602897,0.00046930582763928484,1.564352758797616e-05,0.00038001206136294537,6.938039271084085e-05,0.00014188290309366953,2.794119072022039,2.7944028378282257,0.00046930582763929303,1.5643527587976435e-05,0.00038001206136300256,6.93803927108513e-05,0.0001418829030936909,-0.0020631345822476714,-0.0017793687760602897,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.65,900,30,2.800324275190859,-0.0019345888665968877,2.800324275190859,-0.0019345888665968872,-4.336808689942018e-19,2.8022588640574555,0.0004692531821322702,1.564177273774234e-05,0.0003810195265879563,6.956432985405435e-05,0.00014225905455154115,2.8001820161363074,2.8004665342454103,0.0004692531821322696,1.564177273774232e-05,0.0003810195265879507,6.956432985405333e-05,0.00014225905455153906,-0.002076847921148427,-0.0017923298120453486,0.00046925318213226775,1.5641772737742258e-05,0.0003810195265879563,6.956432985405435e-05,0.00014225905455154115,2.8001820161363074,2.8004665342454103,0.00046925318213226965,1.5641772737742322e-05,0.0003810195265879507,6.956432985405333e-05,0.00014225905455153906,-0.0020768479211484264,-0.0017923298120453481,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.66,900,30,2.8063492112364736,-0.0019495930865885702,2.8063492112364736,-0.0019495930865885702,0.0,2.808298804323062,0.00047094429732067285,1.569814324402243e-05,0.00038147145742621787,6.964684075890372e-05,0.0001424277893519581,2.806206783447122,2.8064916390258254,0.0004709442973206779,1.5698143244022595e-05,0.0003814714574262046,6.964684075890129e-05,0.00014242778935195314,-0.0020920208759405232,-0.0018071652972366172,0.00047094429732067307,1.5698143244022436e-05,0.00038147145742621787,6.964684075890372e-05,0.0001424277893519581,2.806206783447122,2.8064916390258254,0.0004709442973206779,1.5698143244022595e-05,0.0003814714574262047,6.96468407589013e-05,0.00014242778935195317,-0.0020920208759405232,-0.001807165297236617,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.67,900,30,2.8123366872421167,-0.0019657812102890854,2.8123366872421167,-0.0019657812102890854,0.0,2.814302468452406,0.0004786988398669299,1.595662799556433e-05,0.0003857157970830455,7.042174761615646e-05,0.00014401247387503996,2.8121926747682418,2.8124806997159917,0.0004786988398669231,1.5956627995564104e-05,0.0003857157970829647,7.04217476161417e-05,0.0001440124738750098,-0.002109793684164095,-0.0018217687364140756,0.0004786988398669299,1.595662799556433e-05,0.0003857157970830455,7.042174761615646e-05,0.00014401247387503996,2.8121926747682418,2.8124806997159917,0.0004786988398669231,1.5956627995564104e-05,0.0003857157970829646,7.042174761614168e-05,0.00014401247387500974,-0.002109793684164095,-0.0018217687364140756,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.68,900,30,2.8182924322535685,-0.0019778573436957346,2.8182924322535685,-0.0019778573436957346,0.0,2.8202702895972642,0.0004745714470921954,1.5819048236406513e-05,0.0003848381080136487,7.026150424889501e-05,0.0001436847761889903,2.8181487474773794,2.8184361170297576,0.0004745714470922006,1.5819048236406686e-05,0.00038483810801362856,7.026150424889134e-05,0.00014368477618898279,-0.0021215421198847173,-0.001834172567506752,0.00047457144709219505,1.5819048236406503e-05,0.0003848381080136487,7.026150424889501e-05,0.0001436847761889903,2.8181487474773794,2.8184361170297576,0.0004745714470922005,1.5819048236406686e-05,0.00038483810801362856,7.026150424889134e-05,0.00014368477618898279,-0.0021215421198847173,-0.001834172567506752,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.69,900,30,2.8242110814105508,-0.00199161178687383,2.8242110814105508,-0.00199161178687383,0.0,2.8262026931974247,0.0004778335425705314,1.592778475235105e-05,0.00038544332539373785,7.037200131931801e-05,0.00014391074269800533,2.8240671706678526,2.824354992153249,0.0004778335425705281,1.5927784752350937e-05,0.00038544332539370955,7.037200131931285e-05,0.00014391074269799476,-0.0021355225295718247,-0.001847701044175835,0.00047783354257053114,1.592778475235104e-05,0.00038544332539373785,7.037200131931801e-05,0.00014391074269800533,2.8240671706678526,2.824354992153249,0.0004778335425705281,1.5927784752350937e-05,0.00038544332539370966,7.037200131931286e-05,0.0001439107426979948,-0.0021355225295718247,-0.001847701044175835,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.31,1.7,900,30,2.8300943213394367,-0.0020057758232404025,2.8300943213394367,-0.0020057758232404025,0.0,2.832100097162677,0.00047851019974440404,1.5950339991480134e-05,0.00038657125708971355,7.057793253038833e-05,0.00014433187202464413,2.829949989467412,2.8302386532114614,0.0004785101997444063,1.5950339991480212e-05,0.0003865712570897727,7.057793253039913e-05,0.00014433187202466622,-0.0021501076952650687,-0.0018614439512157363,0.00047851019974440404,1.5950339991480134e-05,0.00038657125708971355,7.057793253038833e-05,0.00014433187202464413,2.829949989467412,2.8302386532114614,0.0004785101997444063,1.5950339991480212e-05,0.0003865712570897727,7.057793253039913e-05,0.00014433187202466622,-0.0021501076952650687,-0.0018614439512157363,std_over_ref_units_sem_ci95_over_dataset_means,pass
